id,created_at,text
859780929488691200,2017-05-03 14:45:22,$FLT being sued by Chevron.  Delaying transfer and Charging FEES.  Is that fake news? #douchebag See you at $100 a share Read the lawsuit
857647956748414976,2017-04-27 17:29:41,Just read the todays  piece from C.F. today on $FLT  just shorted more ..uglier than we initially thought.  Jail or fines for management?
857640958363451392,2017-04-27 17:01:53,Citron publishes the only thing you have to read on $FLT.  Earnings are meaningless without knowing their business.   TGT $80
856550698812559361,2017-04-24 16:49:35,Don't F*#$ with Bezos.  $AMZN TORPEDOES Wayfair's shit unprofitable business.   Finally real furn delivery.  RIP $W https://t.co/bWyORFyLNO
855064589771223041,2017-04-20 14:24:19,"Why is Wayfair the ONLY retailer who uses a manual process for accounting,.  Last we saw that quote was Crazy Eddie
https://t.co/asdXevWjzH"
849265427276603392,2017-04-04 14:20:31,FleetCor $FLT customers can file their complaints with the Georgia AG or the FTC at https://t.co/QnLnBHPc50  or https://t.co/dK0mjCwh8R
849265114712870913,2017-04-04 14:19:16,"Citron Research exposes the fraud at $FLT   ""Just a computer glitch""  I think we have heard that before    https://t.co/Fn9MwK5FlX"
841282847310725121,2017-03-13 13:40:35,https://t.co/YO8SByznKN
839916033834020865,2017-03-09 19:09:22,Full Story on Transdigm  https://t.co/Fn9MwJO3Xn  TGT price $140
839915282529308672,2017-03-09 19:06:22,Citron exposes more undisclosed relationships of $TDG.  The cover up is on.  Citron also points to illegal activities in gov bidding.
835146888248643585,2017-02-24 15:18:29,Updating our $NVDA call....switching focus to $MBLY Ridiculous comparison  We expect $MBLY to trade short term $35.… https://t.co/SYntAjxPJL
828985582894264320,2017-02-07 15:15:39,Andrew Left of Citron on CNBC 12:30 est to explain Motorola and the its vulnerabilities that can take the stock to $40
828985313582125056,2017-02-07 15:14:35,Citron exposes the price gouging of the gov by $MSI   Target $40.  Manag better hope Trump does not read this report https://t.co/pCJiPtEg2l
825010955390062594,2017-01-27 16:01:54,"Citron story with new CMS info here $ESRX

https://t.co/1dcpVzwf3o"
825006752705810432,2017-01-27 15:45:12,New CMS data indisputable.  Rebates damage system. @realDonaldTrump can fix drug pricing w one stroke. $ESRX is Got… https://t.co/UNYbuRwZIS
822461638087307265,2017-01-20 15:11:49,Wall street has found a company that Donald Trump would love to beat up on - $TDG https://t.co/aov3RMUdQu via @businessinsider
822461252291072000,2017-01-20 15:10:17,$TDG Is Transidgm the Valeant of the Aerospace Industry?  https://t.co/dVIjVPakNf
822455657806774272,2017-01-20 14:48:03,Citron publishes the first timely story of the Trump Presidency.  Transdigm $TDG has a target on its back  We expose the gouging of the USA
821397243106193412,2017-01-17 16:42:18,Citron exposes the lawsuits that will drive Lannett (LCI) to 0.  Price gouging and leverage at its worst in pharma.  https://t.co/Fn9MwJO3Xn
817071165088874497,2017-01-05 18:12:00,Watching the Senate hearings on Cybersecurity this morning leads Citron to believe that $PANW might be the 2017 mar… https://t.co/5k8ToGuDrX
814118491607285760,2016-12-28 14:39:08,"Citron readers know we have long been fans of $NVDA,but now the mkt is disregarding headwinds. In 2017 we will see… https://t.co/dNLNiKab57"
813544934087147521,2016-12-27 00:40:01,"""SMC Corp is the Enron of Japan.  Citron's research backs up the Wells Research Report as SMC needs to be investigated for Fraud"
813544647372873728,2016-12-27 00:38:53,SMCは日本版エンロンだ。誇張された財務数値を誰も咎めないことは大きな驚きである。我々の調査は、SMCは詐欺の疑いで調査されるべきであるとするウェル・インベストメント・リサーチの報告を支持する。
809439150487154688,2016-12-15 16:45:06,"One question nobody answers re $AVXS: After Nusinernen approval, how can AVXS enroll even one patient for pivotal study?"
809439116991467520,2016-12-15 16:44:58,$AVXS  Hot Off Press No one can tell the story better.  https://t.co/WVmofYSZ1i  Nusinersen is real and that is problem for $AVXS -$9 tgt
809126757815025664,2016-12-14 20:03:46,$AVXS next biotech blowup  12 month target $9.  For the full story go to https://t.co/Fn9MwJO3Xn
808897887660888064,2016-12-14 04:54:19,Citron Exposes more lies from Cyberdyne シトロンは、サイバーダインのさらなる嘘と欺瞞をあばく。https://t.co/Fn9MwK5FlX
806922528455159808,2016-12-08 18:04:57,When @realdonaldtrump tells $ESRX “ you’re fired” heads will roll.   The  culprit behind pharmaceutical price gouging.  Price Target $45
806921551278837760,2016-12-08 18:01:04,Watch Andrew Left from Citron on @cnbcfastmoney today at 5:30 EST to explain why $ESRX is on its way to $45
806921396391530496,2016-12-08 18:00:27,$ESRX is Philidor of the pharma industry. @therealdonaldtrump promises to fix drug pricing? Two words: EXPRESS SCRIPTS
798953947100626944,2016-11-16 18:20:39,Andrew Left on Bloomberg TV 2:30 EST to discuss $MNK and the recent Medicare Dashboard revelation.
798928262835511296,2016-11-16 16:38:35,$MNK exposed by Medicare.  CEO LYING to Wall Street.  Acthar has become most expensive drug per treatment for Medicare.  Big problems ahead
792080134270365696,2016-10-28 19:06:34,Waiting Claire McCaskill or $ESRX to rat on $MNK.  At 4 to 1 leverage $MNK will be a 0 as soon as they go the knock on the door. #actharscam
783828251055497216,2016-10-06 00:36:32,Citron releases smoking gun on Cyberdyne (7779:TK) Target 300¥  シトロンリサーチがサイバーダイン株式会社に対して動かぬ証拠を露わにする。絶対的に読まないといけない記事です。 の狙い株価は￥３００です。
768967405800349696,2016-08-26 00:24:50,"会 社 名 CYBERDYNE株式会社  300¥   柚子は、調査を求めて
https://t.co/YqjHUa4HFH"
768967058725797888,2016-08-26 00:23:28,"Citron Research Calls for Investigation Into Cyberdyne 7779 Tokyo
 for misleading statements  Target 300¥ https://t.co/YqjHUa4HFH"
768868689479278592,2016-08-25 17:52:35,McCaskill  If you don't like Mylan marketing Epipen to elderly better if they threw in a free chickenparm like $MNK https://t.co/KxDkwEKA3H
768868361321062400,2016-08-25 17:51:16,"@clairecmc Senator McCaskill  If you forgot who Mallinckrodt is, they are the pharmaceutical company that gave you $$$ to you in 2016"
768868080378187776,2016-08-25 17:50:09,"@clairecmc Sen Claire McCaskill  Before you comment on Mylan , maybe you Should look in your backyard at $MNK https://t.co/xgl7gXrkk3"
766656741312311296,2016-08-19 15:23:05,Much credit to Credit Suisse for lowering $ADS price tgt this morning to $160.  Nice to see thoughtful sell side research
766650875519471616,2016-08-19 14:59:47,LOL... Credit Suisse...showing our age
766650458765074432,2016-08-19 14:58:07,Citron exposes $ADS for who they REALLY are.  CSFB got ball rolling.  tgt $100  https://t.co/RL3GQgd05g . Gotta love the shopping cart trick
765359724460068864,2016-08-16 01:29:12,Citron Research exposes the dirty secrets of Cyberdyne (TYO:7779) most ridiculous priced stock in the WORLD.  https://t.co/Fn9MwJO3Xn
753965045009162240,2016-07-15 14:50:49,$FB  $320 billion being disrupted fast.  Engagement loss has just started.  #disruption how fast do things change. https://t.co/FrbWBks7OJ
753248236526194688,2016-07-13 15:22:28,Market starting to react that $FB could be the ultimate Pokemon loser.  Vulnerability of social media.  #thingschangefast.
742394434738737152,2016-06-13 16:33:20,Citron will save all $FB comment for another day.  Rather the focus of investors/humans to be on the Orlando tragedy and not mkt valuations.
740953721316610049,2016-06-09 17:08:28,$TLRD is showing that it is the stock version of Pantone 448C.  Bankruptcy in the next 12 months.  Nothing to save here.  DEBT DEBT DEBT
738412723231281152,2016-06-02 16:51:26,$CC is going to 0 BANKRUPT  Toxic from the balance sheet to the courtroom.  Citron releases its most important report sincs $VRX
732632091720998913,2016-05-17 18:01:16,So $MNK is not going to raise Acthar higher than $36k and they will never lower prices.  Where is @clairecmc ??? https://t.co/WFpmgaVgaY
732625928929452033,2016-05-17 17:36:47,Citron on BBTV at 3:40 EST to discuss the$1mil challenge to $MNK.  $MNK is scamming the gov and I dare them to sue https://t.co/SJIQneNjJL
732612920211705856,2016-05-17 16:45:06,Andrew Left of Citron on CNBC power lunch today with a challenge for $mnk. Putting our money where our mouth is
732600712937410561,2016-05-17 15:56:35,Andrew Left to appear on CNBC Fast Money Halftime in half hour with a real challenge to $MNK
731168394326593538,2016-05-13 17:05:04,Of all retail names $TLRD seems to be the obvious 0.  We warned investors about GPS at 28 this is MUCH worse https://t.co/X0ZjqLnpQ2
720285599131783168,2016-04-13 16:20:43,$MBLY Citron lowers to $11.  Insiders know it Goldman knows it and now you know it  https://t.co/RL3GQgd05g
717683484849016832,2016-04-06 12:00:51,Andrew Left from Citron on Bloomberg TV in studios this morning - Bloomberg Go.  9:00 am EST
710897989611487232,2016-03-18 18:37:43,"Clarification: Citron does not recommend short $MNK at $54 for short-term.  Wait for fundamentals to ""kick in"" and guide lower -like $VRX"
709811638254178304,2016-03-15 18:40:56,Mkt. is starting to realize that $MNK equal risk to $VRX. Andrew Left of @Citron on CNBC 5:30 to explain risks of the $MNK platform
707971464683622401,2016-03-10 16:48:45,In our most comprehensive work since $VRX Citron exposes the dirty secrets of $JCOM  A Must Read.   $27 tgt.   https://t.co/RL3GQgd05g
704749591627849728,2016-03-01 19:26:10,Citron shorting $TSLA  Supply AND demand problems should take down to $100 by years end.  News flow all around does not look good for stock
702547807761096704,2016-02-24 17:37:04,Citron Research's Andrew Left on Bloomberg TV today at 3:30 EST to discuss the state of activist short selling (and maybe a few ideas)
700392730413764608,2016-02-18 18:53:34,$UDF - Hello FBI  https://t.co/pnaOjtpJhO  Citron called when stock was $14 -2 mos ago https://t.co/EFqdIj5yFj and https://t.co/DQI35YWF0R
696703926821736450,2016-02-08 14:35:34,Andrew Left from Citron Research on Bloomberg TV at 12:10 EST to discuss why $W Wayfair will trade under $10 this year
695679934950305792,2016-02-05 18:46:36,new day...what to sell now?  $W Wayfair still the worst biz model on the internet.  It could go away and no one would care.  Tgt price $5
693120634444853248,2016-01-29 17:16:51,Citron places $80 price target on $MNST for full story go to https://t.co/Fn9MwJO3Xn  Longs have big risk with small reward
689860477132795904,2016-01-20 17:22:09,Citron believes that $AXDX is Theranos part deux.  We reiterate our $1 price target For those who forgot the story  https://t.co/VRqdoDyOo3
689507129972002816,2016-01-19 17:58:04,"Correction to Fly On Wall and others:  My tweet topic is $MBLY -- if stock is $10, it would be still overvalued at $2.1 bil. Longs warned!"
689493471741120513,2016-01-19 17:03:48,"$MBLY CItron not making the $GPRO mistake, stock is still overvalued as a teenager.  At $10 it is still an EXPENSIVE $1.8 bil company"
679318723723849728,2015-12-22 15:12:59,And for those of you who haven't read Excellent research piece on $MBLY by Suhail  https://t.co/DWMY7MqF9R ...don't say your weren't warned
679318146952507392,2015-12-22 15:10:42,$MBLY customer $F teams with $Goog for autonomous car. https://t.co/Y5DRQMLfET - Analysts silent- DUH.  Short term target $25
677169949765332992,2015-12-16 16:54:31,BTW...anyone notice the massive 144 filing?  Bloomberg also reporting on $TSLA alternatives to $mbly https://t.co/cZZRSjAYJV
677162622416891904,2015-12-16 16:25:24,"Short of the year:  2016 $MBLY   https://t.co/vd6Gl5ffP5    2014 it was $DDD, 2015 it was $GPRO.   So obvious. Peashooter to a gunfight"
675044499521986560,2015-12-10 20:08:45,$udf ponzi Can go to 0. https://t.co/eNxHsPlN6W
664082181958963201,2015-11-10 14:08:24,Andrew Left from Citron Research on CNBC power lunch today with Scott Wapner at 12:00 est to discuss $MNK
663791443450839040,2015-11-09 18:53:07,At these prices $MNK has signif more downside than $VRX-- far worse offender of the reimb sys - more to follow.  VRX can't live in a vacuum
660134898561224704,2015-10-30 16:43:19,Citron beaten to the punch on $EROS fraud story.  A halt is needed on this one.  Must Read.  Kudos AlphaExposure https://t.co/q1daPgOiuV
660115253502615553,2015-10-30 15:25:15,$VRX has a better chance of going to 0 than $HLF EVER will.  Citron to update full story on Monday.  Dirtier than anyone has reported!!
658637812468572164,2015-10-26 13:34:26,Andrew Left of Citron Research will appear on Bloomberg TV at 12:00 EST to discuss Valeant $VRX
657205260428021760,2015-10-22 14:41:59,Andrew Left of Citron Research to appear on Bloomberg TV today at 12:30 EST to discuss Valeant $VRX
656847009786126337,2015-10-21 14:58:25,"$VRX   Bronte did amazing work with same conclusion stock going to $50
https://t.co/wHgDG5sb0F"
656834451482107904,2015-10-21 14:08:31,$VRX game over....Citron publishes smoking gun
656484742691336192,2015-10-20 14:58:54,"$W UPS DESTROYS  ""free shipping"" in W's core model -- ""oversize items"" -- ""third party arranged shipments"".   https://t.co/zpySdaRdSe"
656137528936824832,2015-10-19 15:59:12,covered $NFLX short...  Asked my kids NFLX or HBO?  ..response- what's HBO?.. much easier pickings in this frothy market.
653605334020284416,2015-10-12 16:17:09,"TWOU- Short Term Price Target- $14 Faux SaaS company -- actually for-profit education, with a terminal business model"
651438141782429696,2015-10-06 16:45:30,"$AMZN Is Eviscerating retailers $W is a joke as insiders dump.  Analysts- AMZN is bigger than ""de- nile""- C U at $20 http://t.co/DxaM5C9P61"
649974678472159232,2015-10-02 15:50:13,Valeant ($VRX)- too dangerous to own. Target $125.  Citron exposes what congress will find if granted subpoena- and it's not pretty
648556510763593728,2015-09-28 17:54:56,$VRX this is not a pharma or bio problem- this is a Valeant problem.  Congress must make sure tail does not wag the dog
648554624828379136,2015-09-28 17:47:26,Citron puts VRX price target $130 short term.  http://t.co/dVIjVPakNf explains why congress should get their subpoena.
647098949837258752,2015-09-24 17:23:06,Trailer for The Big Short Movie...AWESOME  https://t.co/xZ9G68v2ox
647070461885419520,2015-09-24 15:29:54,Citron lowers target on $MBLY to $20.  How the Volkswagen debacle has strengthned  the Citron premise.  Full Story  http://t.co/Fn9MwJO3Xn
641656050244935680,2015-09-09 16:54:58,Citron Research sets short term target on $MBLY at $25....just follow the money.  Citron exposes the real Mobileye.  Worse than $amba
639083537979674624,2015-09-02 14:32:43,Citron stayed away but finally time to short $NFLX. Comp heating up and doesnt have another trick like $AAPL $GOOG $AMZN.  Back to $80
639069138774720513,2015-09-02 13:35:30,Citron covering $AMBA short.   Better opportunities elsewhere...has been a good one
638372491199578112,2015-08-31 15:27:16,Love to see Wall Street is catching on....cant wait to see these slides https://t.co/GfzRqmdZO3
638372125665947648,2015-08-31 15:25:49,"The Wayfair $W call was not tweet, it is backed up by a comprehensive report http://t.co/iDhbBkpfEH"
638368951043383296,2015-08-31 15:13:12,Citron PROVES why Wayfair $W is worth less than $10 a share.  This is a must read report.  Wayfair admits their business model does not work
634740430429515776,2015-08-21 14:54:46,Citron has been waiting for an opportunity to buy $XON PLEASE someone tie my hands and dont let me sell for a year
634738443604484097,2015-08-21 14:46:52,"$amba  first target at $90 met, now that QCOM has entered the drone market, all longs should reconsider what they really own.  Next stop $70"
634428771127332864,2015-08-20 18:16:20,Citron would rather be long AshleyMadison over $W Wayfair.  At least you can get F#$% by a hot stranger and not by wall st.
633635030544191488,2015-08-18 13:42:18,"$W any analyst who ever ever had a buy target higher than $40 on $
ZU (all of you) should be banned from even commenting on Wayfair"
633634543065395200,2015-08-18 13:40:22,$W stay tuned for Citron top 10 reason why Wayfair is going to $10
633634241524334597,2015-08-18 13:39:10,"$W  Citron got beat to the punch.  Wayfair going to $10. Best short in YEARS
http://t.co/iOqvnQtMsJ"
631144109617451009,2015-08-11 16:44:16,$WRLD  Our research might be early sometimes but you cannot argue with accuracy..it was a long time coming.  Down with predatory lending
630798708376891392,2015-08-10 17:51:46,Citron challenges @jimcramer: $AMBA under/over 119 on 3/10/2016. Loser donates $50k  to @RobinHoodNYC
628230459923656704,2015-08-03 15:46:28,$YELP seems a bit overdone.  Citron long $YELP vs a core short position in $Z  Stocks should meet somewhere in the middle in the next 12 mos
626432924041097216,2015-07-29 16:43:42,"@jimcramer  Nice to see that you are not arguing about your
 flawed analyses of $AMBA calling it the ""Brains behind drones"""
626432699197030400,2015-07-29 16:42:48,@jimcramer  The video does not lie.  Your obsession on the fundamentals of MLNX were WRONG and you didn't realize it until CFO quit.
626430982912999424,2015-07-29 16:35:59,@jimcramer working on a response that will be sent to you today
626409327188783104,2015-07-29 15:09:56,$AMBA Why the stock is going back to $90 and than much lower in the company's own words.  http://t.co/dVIjVPakNf
624594212768473088,2015-07-24 14:57:19,Want to see the future of $Z?  just look at $TRUE today.  Citron lists top 10 reasons why Zillow will break $40 this year.
616606493584920576,2015-07-02 13:56:58,"""time to re-enter $TSLA short after being patient- deleiveries were underwhleming to a watchful eye""  Good car- stupid stock"
611919536858640384,2015-06-19 15:32:41,"CItron comments on $AMBA ridiculousness. price target $60.  Rev since IPO up 100% EV up 6,000%.  Read full story http://t.co/RL3GQgd05g"
610804083071414272,2015-06-16 13:40:16,great work by Richard Pearson in explaining the dangers of owning SXC  http://t.co/u6PduScZzo
593060543969169408,2015-04-28 14:33:46,Great research by Rick Pearson on $AMCN  http://t.co/7r01aDaatT
585480383170539522,2015-04-07 16:32:55,"$CBMG we warned you yesterday- report out today.  Stock to $5
http://t.co/QIZHQG1jxR"
585075263903399936,2015-04-06 13:43:07,$CBMG total joke of a bio stock.  If you are lucky enough to get a borrow- enjoy it...stock worth $5
575288725162217472,2015-03-10 13:34:55,$LL Citron comments on why LL move may be overdone
574947887139807232,2015-03-09 15:00:32,SEC exposes $AXDX.  No viable biz.  Read - but dont finger trade
568854222805954560,2015-02-20 19:26:30,"$Z Zillow seeks restraining order to keep Trulia listings -- oops, where did our ad inventory go?  http://t.co/2XIvI8dsSy"
568123511870353408,2015-02-18 19:02:55,"$Z  Seems there is some risk/arb clusterf$#% that has forced buys and taken away borrow.  A few days, back to the same ole' shitty biz"
556100375984766976,2015-01-16 14:47:16,"$GPRO will one of you analysts PLEASE upgrade this stock, where is incompetence when you need it??"
552919365297786881,2015-01-07 20:07:04,"$bbry. A cloud platform for the Internet of things as leading tech platform in autos If only $bbry was an ipo, the mkt cap would triple"
552122522842300416,2015-01-05 15:20:42,"HNY to all. $GPRO not sold out anywhere, incl. AMZN.  This is $DDD of this year.  CES than kerplunk $30 by DEC (and that is generous)."
548491151179657216,2014-12-26 14:50:55,$GPRO Hero IS available at http://t.co/zYb4ZnTCRr best http://t.co/QC09Yi3BgV and http://t.co/rtOZ3NZagg  So much for that theory.  reit $30
532947477817602048,2014-11-13 17:25:55,$BBRY all systems a go for Mr. Chen.  New deal with Samsung makes Citron feel confident about our near term $15 target. New 52 week high
529678614158000128,2014-11-04 16:56:37,$GPRO to $30 in 12 months.  Read why at http://t.co/dVIjVPakNf
527079348877017088,2014-10-28 12:48:04,RT @markbspiegel: @DougKass WSJ article said YTD US sales THROUGH Sept. were -26%. Musk didn't respond to that-- he mentioned September ONL…
520276842885169153,2014-10-09 18:17:20,$GPRO best comp. is Beats Audio Sold for 2x sales- That makes GPRO $20. That is where GPRO is in 12 months- story to follow. buyer beware
517011251650899968,2014-09-30 18:01:02,$GPRO analysts raising tgts based on stock movement and not fundamentals create opp for shorts remember $DDD. Initiating short on $GPRO
516619449592344576,2014-09-29 16:04:09,$TXTR Investor Fraud...read at http://t.co/Fn9MwJO3Xn
509387366994542592,2014-09-09 17:06:26,$scok so your coal mine is now better than other Chinese coal mines.  LOL from a crappy RTO.  You know how this movie ends.
502837299613147136,2014-08-22 15:18:49,$JRJC - misleading headline does not mean stocks -esp in China cannot go higher.  Be Careful.  A lot of blue sky in this name and small cap
502521473303859200,2014-08-21 18:23:50,"Take It directly from JRJC annual report Why News is all hype no substance

Read: http://t.co/0EroJJOfmm"
502512590845538304,2014-08-21 17:48:32,$JRJC a product of sloppy reporters saying this is China's first online trading.  Read before you invest people.  Complete nonsense
496991852847828992,2014-08-06 12:11:06,"$NUS Citron told you so...no one ever said short selling was a one day event...that is too ""new school"" for Citron.  Many more to follow."
493811739415572481,2014-07-28 17:34:27,$z Zillow conference call without ever mentioning the world Realogy.  Like a Dominoes conference call without mentioning the word pizza
493601063355039744,2014-07-28 03:37:18,@beckyquickcnbc http://t.co/z9murm3iRg    worth a read before reporting
493600593861038082,2014-07-28 03:35:26,@SquawkCNBC   before you continue to report on ZIllow/Trulia someone at CNBC should read the other side to the story  http://t.co/Lc05ZUKoFO
493164145043197953,2014-07-26 22:41:09,$Z $ TRLA  For the real truth of their proposed marriage go to http://t.co/Fn9MwK6dbv
492389078663303168,2014-07-24 19:21:19,$Z $TRLA  rumors just ridiculous  Top 10 real estate websites COMBINED do not account for more than 50% of total real estate traffic
492312375622512640,2014-07-24 14:16:31,One year ago exact. Citron told you $ANGI was a complete lemon and we put a $6 price tgt when stock was $26.  Getting close.  Analysts LOL
489100467201249280,2014-07-15 17:33:33,$USNA as predicted by Citron - Major problems in China. Go to Citronresearch for original articles from Chinese press and update
482538599074639873,2014-06-27 14:59:01,$Z Zillow jumps the shark in New York and trouble down under.  Anyone interested in Zillow must read Citron Research
482189879749533696,2014-06-26 15:53:20,longs and shorts unite- GO USA SOCCER
481453410118418433,2014-06-24 15:06:52,"Future of $BBRY:   ""Internet of Things"" will be 5 - 10X today's internet according to John Chambers http://t.co/giGTysWJbp"
480000205580816384,2014-06-20 14:52:21,"$bbry.  read why Citron believes stock is worth $20 a share minimum  

http://t.co/ua68jWT2YB"
478902847241609216,2014-06-17 14:11:51,This is going to be fun. Market has given us some wonderful opportunities for new Citron stories- stay tuned.
464786749286526976,2014-05-09 15:19:31,$mdbx fraud has become the worst kept secret on Wall Street http://t.co/lqZrz3ZOEd
461127303058034688,2014-04-29 12:58:11,@rabite  Congrats on new fund would love to chat...hit me up via email
459011551005921280,2014-04-23 16:50:56,"$MDBX Got RESTRICTED stock promised to be registered by now, but aren't? Citron will help connect you to a qualified securities attorney"
458608736823566337,2014-04-22 14:10:18,$MDBX  must read for investors http://t.co/5i6Tv1q8Kl. Fraud is just embedded in the company. Stock will go to .007  No business here
445591188431568896,2014-03-17 16:03:12,"$MOBI  staying long...not selling, we should see higher.  Too much blue sky too little market cap, they have turned a corner"
444490385121742848,2014-03-14 15:09:00,$QCOR.  Citron releases more lab results.  Company not being honest with FDA or investors.  http://t.co/dVIjVOThLf
